user,text,canidate
gunnwilliams,@JoeBiden @BarackObama You are married to a teacher and you still haven't thought it was way past time that teacher… https://t.co/DcFQxOjNk6,biden
RubenHe14327267,@JoeBiden @BarackObama 😂,biden
bremishome,@JoeBiden @BarackObama https://t.co/8tPhlK45aR,biden
SCarlottiTweet,@JoeBiden @BarackObama Don’t overdo it with the Obama ads.  Be wise. Be cautious. Be real. Americans so far appear… https://t.co/ZRpRqjEmnj,biden
WNVictory,@JoeBiden @BarackObama Biden can’t even make a simple phone call without Obama holding his hand? Given the latest c… https://t.co/HAR0JhaMTU,biden
MylesNunez305,@JoeBiden @BarackObama LMAO. Obama saved you from losing the primary but is not going to save you from losing the general election.,biden
xrun320x,@JoeBiden @BarackObama https://t.co/Tgymqfig49,biden
zzzbor,@JoeBiden @BarackObama https://t.co/Hmljn4rOoN,biden
DarlaDamron1,@JoeBiden @BarackObama Who's running for President? Biden or Obama???,biden
NolaGantt,@JoeBiden @BarackObama Why do you need Obama to help you call someone? Are you that frail?,biden
P_dPowell,@JoeBiden @BarackObama Sniff. Happy tears. 😥😊 Thank Vice President Biden and President Obama. You made Beth's day a… https://t.co/Ag5F5GQDcD,biden
bladen1970,@JoeBiden @BarackObama https://t.co/PrYAnSA9wN,biden
georgejohnson52,@JoeBiden @BarackObama https://t.co/aAjqMtn90e,biden
virgini90974935,@JoeBiden @BarackObama Congratulations  Joe Biden  and Barack Obama for  giving a support call to a teacher,biden
ChandlerMcGail,@JoeBiden @Evan_Leach15 @BarackObama https://t.co/E1cTWqRBkG,biden
the_cpholgate,"@JoeBiden @BarackObama The ""job"" has turned into babysitting with a leftist indoctrination lesson plan. Teacher rol… https://t.co/RYackjbrWD",biden
Molliegirl62,@JoeBiden @BarackObama https://t.co/Rld57nac1p,biden
kevinre65325700,@JoeBiden @BarackObama We cannot let trump delay our election,biden
rita_lagunas123,@JoeBiden @BarackObama I love thus conversation!,biden
thetrujohnnymo,@JoeBiden @BarackObama You can keep your doctor and your plan...Obama. The biggest lie ever. So why should I trust… https://t.co/VKvx7Rjv5q,biden
David_Osborne81,@JoeBiden @BarackObama Mr.VP PLEASE do everything in your power 2 ensure Trump &amp; his cult postpone the election. Ri… https://t.co/JR60IYh9jb,biden
Molon_Labe_13,@JoeBiden @BarackObama And thank god the Teachers Unions are all non-political.  Wait whats that? They donate liter… https://t.co/I4SzRzrVyF,biden
bollinger_50,@JoeBiden @BarackObama What a dummy!,biden
RSkidwell,@JoeBiden @BarackObama https://t.co/08fRDJ6IQV,biden
Joann25287807,@JoeBiden @RainBOWE48 @BarackObama 👍🇺🇸🗳👏🗽,biden
angela_ford,@JoeBiden @BarackObama I really love what you two are doing.   NOVEMBER 3RD is our day everybody !!!,biden
darkman2199,@JoeBiden @BarackObama https://t.co/d4hmTSW75l,biden
MebMeb52,@JoeBiden @BarackObama The last thing this country needs are two farm animals running this country!,biden
Libertarian247,@JoeBiden @PeteButtigieg @BarackObama I love how Barack did all the talking - still sounds good by the way - and Jo… https://t.co/TJySIRAJwX,biden
JJZagata,@JoeBiden @robertpearsonjr @BarackObama https://t.co/kOhsHqg8mh,biden
GhostKosmos,@JoeBiden @BarackObama https://t.co/kZR8cf8lxU,biden
GabbyLy04949299,@JoeBiden @BarackObama OLD Joe.  If the kids can't go to school in person - we CAN'T vote in person!  #DementiaJoe,biden
paul50078669,"@JoeBiden @BarackObama China Joe, what about Hunter Biden and Tara Reade.  The Media can’t keep protecting you from justice.",biden
hXHFtm95uM9xfE3,@JoeBiden @BarackObama no Idea wtf this means❤️,biden
cmfpd6054,"@JoeBiden @PeteButtigieg @BarackObama Joe still looks like VP, Obama should “Talk less, smile more”",biden
debilu2,@JoeBiden @BarackObama Awesome!!!,biden
Losalus,@JoeBiden @BarackObama You know these are bad times when a clip of people just being nice to each other makes you moved.,biden
BlueDog43258274,@JoeBiden @BarackObama The great panderer.,biden
helenve48326210,@JoeBiden @BarackObama Absolutely i Hope so 🇺🇸🧑‍🏭🧑‍🏭🗳✈️✈️🇺🇸,biden
HazelFinley18,@JoeBiden @BarackObama To see two of my top 3 Presidents is so very heartwarming to witness.  Please give us a lot… https://t.co/YkJhP7ntwv,biden
chxdntz216,@JoeBiden @BarackObama @JoeBiden when you're elected I'd like to build you a presidential race car sir.,biden
RoyTFord,@JoeBiden @BarackObama Pick Tammy Duckworth for VP.#TedSpeaksTheTruth,biden
DRog93566364,@JoeBiden @BarackObama You two ass hates shit down all testing of H1N1. You’ve shown how you would handle a pandemi… https://t.co/t0kPs1o09d,biden
RNordenfelt,"@JoeBiden @BarackObama Go, Go, Go, Dream Team!!! 😃👍🏻",biden
KMAC19691,"@JoeBiden @BarackObama Riding BHO coattails. You are shameless. Smooth talking BS artist has you groveling, eh?",biden
Shanka_Potomus,"@JoeBiden @BarackObama I would have answered; ""Scammers, quite calling me. All you want is my money"".",biden
heyjud54,@JoeBiden @BarackObama Great MEN!,biden
kennethbain4,@JoeBiden @BarackObama We need a law that would allow Both Obama and Biden back in the WH.... The country would be saved in short order.,biden
Visit_R_Site,@JoeBiden @PeteButtigieg @BarackObama Hey Joe my wife’s taught the gifted and talented program at her school for 18… https://t.co/VPmxr0awDr,biden
Me84483800,@JoeBiden @BarackObama I have a teacher close to me. They are worried about all the extra work being put on them. P… https://t.co/puLDsMyzJD,biden
bxpolarbear2,@JoeBiden @BarackObama There’s got to be some idiot who thinks you know what you are doing,biden
DCraigUSA,@JoeBiden @BarackObama https://t.co/kRBrTaPbWD,biden
KurtRexCooper,@JoeBiden @PeteButtigieg @BarackObama Interesting that Biden posture is one of listening while others are talking a… https://t.co/MIVqiSkreX,biden
DemoneLinda,@JoeBiden @BarackObama Real people for real times!,biden
FannyCGroyper,@JoeBiden @PeteButtigieg @BarackObama if minimum wage workers at walmart can go to work everyday then so can teache… https://t.co/4cq33Lt3WH,biden
muffinnme,@JoeBiden @BarackObama 💖,biden
mazinglyblessed,"@JoeBiden @BarackObama I’m not crying, your crying!😢  Love that she mentioned that these 8th graders are “the most… https://t.co/MVtdQarmp7",biden
MikeAmir8,@JoeBiden @BarackObama Pure BS....Not any substantial idea or solution. We are proud of you and You must be proud o… https://t.co/yUGgfgjwVt,biden
TruthSerumMed,@JoeBiden @BarackObama ROFL such nice war criminals Obama/Biden are. They were very polite while they were arming t… https://t.co/HpbDKzlTDr,biden
abzwit,@JoeBiden @BarackObama So proud to be #RidinWithBiden 💕 love you both!,biden
LisaRules,@JoeBiden @BarackObama #JoeBidenForPresident2020 https://t.co/dXuP7yQe0z,biden
tre87548342,@JoeBiden @BarackObama Donald J. Trump @realDonaldTrump · 21h The drug companies are spending millions of dollars i… https://t.co/OKYLCcYRP3,biden
rglassII,"@JoeBiden @BarackObama This is what ""presidential"" sounds like!  Thank you @BarackObama and @JoeBiden for reminding… https://t.co/ImHUPopxkZ",biden
djmm1962,@JoeBiden @BarackObama 🥰🥰🥰,biden
STabbytosavit,@JoeBiden @BarackObama 😢😂💙,biden
AmeliaS49884429,"@JoeBiden @BarackObama Still hiding behind Obama, hello!!!! Even as VP your records are bias, prejudiced as president you won't change",biden
Greg85585442,@JoeBiden @BarackObama When will Joe do his own Tweeting.  Just like a life time Politician to have his staff Tweet for him.,biden
RevMasterBates,"@JoeBiden @BarackObama Mr.President, we’re all counting the days until this nightmare is over https://t.co/Wjmg1RIoES",biden
CH_PatriotLove,@JoeBiden @BarackObama I don’t understand how anyone can be happy with this video. What is Biden going to do if he… https://t.co/7XhM3dnT7C,biden
USASoldier1,@JoeBiden @BarackObama https://t.co/0C9nQuYtl7. #BidenIsARacist,biden
cch_ba,@JoeBiden @BarackObama https://t.co/My5ztHiA1e,biden
atlelainesong,@JoeBiden @PeteButtigieg @BarackObama Help!,biden
gary_ambridge,@JoeBiden @BarackObama The Republican answer. https://t.co/KxlEJZPh3V,biden
Jenny_ORegan,@JoeBiden @BarackObama https://t.co/wkbswucbdH,biden
asmizzy,@JoeBiden @BarackObama @MrsNicolePerry,biden
jae4Revolution,@JoeBiden @PeteButtigieg @BarackObama Can you do anything without Obama or invoking Obama's name?,biden
owens747,@JoeBiden @BarackObama As per usual @JoeBiden looks better riding the coattails of @BarackObama. Some guy’s are just better number two’s,biden
SweetRed4,@JoeBiden @MAGAtWhomper @BarackObama How Obama and Biden don't wake up every day screaming to the world about how t… https://t.co/xUiVQKDfXl,biden
nyekcmo,@JoeBiden @PeteButtigieg @BarackObama Who cares,biden
emjaym8,@JoeBiden @BarackObama #BidenOmar2020,biden
37Xray,@JoeBiden @BarackObama Wow - this is scary ...,biden
llooksi,@JoeBiden @BarackObama https://t.co/TZ5zvIn0L0,biden
fusion_allusion,@JoeBiden @BarackObama Imagine a world where a politician didn't turn every event into a political move?  Why could… https://t.co/cMGqcoi4bH,biden
LisaRules,@JoeBiden @BarackObama #JoeBidenForPresident2020 https://t.co/unIBzOXmX6,biden
Jordanr20642861,@JoeBiden @BarackObama Can we help the people on social security disability,biden
TeamJoe,"@JoeBiden @BarackObama ⬇️ This shirt is a BFD ⬇️  Run, don’t walk, to get yours today: https://t.co/Tfq0dlLS4W",biden
MollyScarborou1,@JoeBiden @BarackObama How any parent that loves their children could even think about sending them back to school… https://t.co/B6dNk1QCKV,biden
CarlaSpradbery,"@JoeBiden @BarackObama Bring it on home, Joe! We’re rooting for you in the UK. ✊🏻🇬🇧🇺🇸",biden
AllForOneUnity1,@JoeBiden @BarackObama Democrat Media/Politicians are provoking irrational fear across the Nation re: COVID19. Now… https://t.co/I5vCZK99Wq,biden
PunishedMounta1,@JoeBiden @BarackObama https://t.co/OyignqZQ6l,biden
Melissa52727895,@JoeBiden @BarackObama You need to tell Joe the year and where he is🥺,biden
stevekeeling,@JoeBiden @BarackObama https://t.co/1wyunVFS7X,biden
2020TRUMP20201,@JoeBiden @BarackObama https://t.co/k9z92bqmXN,biden
CatBillthe,@JoeBiden @BarackObama Did she allow you access to the kids ?,biden
kevmkerr,@JoeBiden @BarackObama God I miss that man. Leadership will go a long way. Neither are perfect but they’ll get us to where we must go.,biden
clawdella,"@JoeBiden @BarackObama See what specifically coming? Anyway, this is an ad for Obama. Biden said a few words. Still voting Red. #MAGA2020",biden
AOCbartender,"@JoeBiden @BarackObama Hey Burisma Biden, how can you see anything while hiding in your basement?",biden
mbuli607,"@JoeBiden @BarackObama Very touching indeed. As a teacher for 29yrs in South Africa, never been given a recognition… https://t.co/jFkrALLPjh",biden
Queendebbandy,"@JoeBiden @BarackObama This, my friends, is what leadership looks like. 🇺🇸💙🇺🇸💙",biden
joannkozz6,@JoeBiden @BarackObama The 2 most corrupt pos on planet earth.,biden
LisaRules,@JoeBiden @BarackObama #JoeBidenForPresident2020 https://t.co/80xP3Fk62k,biden
REDCO131,@JoeBiden @BarackObama 😅😂🤣😂😅😂🤣😂😅🤣😂😅😂🤣😂😅😂🤣😂😅,biden
VoxSilentum,@JoeBiden @BarackObama Panderific!,biden
mfox14482911,@JoeBiden @BarackObama That’s pretty cool!,biden
TEAR_ACCEL,@JoeBiden @BarackObama 🤮 https://t.co/pMwB2pLbAy,biden
okojie_moses,@JoeBiden @BarackObama Americans don't need a person that keeps gaffing like Joe Biden.,biden
EdDobbs7,@JoeBiden @BarackObama Joe you are the  Proud  owner of corruption and  Bribery Pressing and your son is involved to.,biden
G111kojak,@JoeBiden @BarackObama This is what we get for that $450K lifetime salary?,biden
CranstonMalcolm,@JoeBiden @BarackObama https://t.co/iB76uhInq2,biden
ginnies0803,@JoeBiden @BarackObama Because you two have always been so effective at protecting the American People--Not! Aren't… https://t.co/CurosOkYc0,biden
why_brand,@JoeBiden @BarackObama #VeryNice but call up a #BLACK teacher too #JustBeingPoliticallyCorrect 🤷🏽‍♀️#BLM too 🤔 https://t.co/f3IUakMyTL,biden
nannorris,@JoeBiden @BarackObama Please pick Susan rice for VP,biden
RichSweetz,@JoeBiden @BarackObama 👍🌊,biden
deplorableMe111,@JoeBiden @BarackObama https://t.co/2vsJeyZmo2,biden
deplorableMe111,@JoeBiden @BarackObama https://t.co/Nxe8XjsTJ7,biden
ManspergerJ,@JoeBiden @BarackObama https://t.co/s9OxMSpuUj https://t.co/9tivjob90P,biden
deplorableMe111,@JoeBiden @BarackObama https://t.co/Lq2H09yJYX,biden
brendaough,@JoeBiden @BarackObama You give us hope for the future!,biden
WBueghuttie,@JoeBiden @BarackObama https://t.co/kWXDM5ON5l,biden
GingerWine10,@JoeBiden @BarackObama Real People - with real leadership qualities...,biden
DOUG__JONES,@JoeBiden @BarackObama What a load of crap. States have had months to come up with a plan. Wtf do we vote for gover… https://t.co/dOrWvdVGTd,biden
jfarrell51_j,@JoeBiden @BarackObama https://t.co/GOd05Lo8vc,biden
phlanix,@JoeBiden @BarackObama https://t.co/5ufzPC9N5U,biden
RealJustinBaker,@JoeBiden @BarackObama You sure you’re not a husband to your sister?  Be careful not to mix them up again.,biden
tjlehm34,@JoeBiden @BarackObama I thought Biden was running for President.  Why does Obama do the majority of the speaking?… https://t.co/jJLIglsEDU,biden
loudpatriots,@JoeBiden @BarackObama So is Barack running for President or are you?,biden
Fred78074071,@JoeBiden @BarackObama Obama picked you for VP so the ticket would appeal to the Wallace Wing of the democratic par… https://t.co/Yv4KjfVAaz,biden
timhinkle,@JoeBiden @BarackObama Biden has to be lead to his vehicle because he doesn’t know which one it is. https://t.co/jp2dNfzdzu,biden
KimMangone,@JoeBiden @BarackObama 🇺🇸,biden
MarkCrain19,@JoeBiden @BarackObama I’m gonna leave this right here... https://t.co/C3BSvdrRVU,biden
Sierra6009,@JoeBiden @BarackObama It’s unseemly for an ex-president to be actively campaigning for a candidate.  He should stay out of it.,biden
lizwilkerson32,@JoeBiden @BarackObama WHY DONT YOU CALL ALL THE PEOPLES FAMILIES THAT WERE MURDERED BECAUSE OF THE INCOMPETANT DEM… https://t.co/STJ2jDe95e,biden
tjlehm34,@JoeBiden @BarackObama Why didn't this happen when he was campaigning.  Instead he became agitated with voters who… https://t.co/Y2wzcWHjhn,biden
BelousCharles,@JoeBiden @BarackObama Joe big fan BUT be careful please temper your Muslim encouragement with I in no way do not r… https://t.co/XJbqtrl2WF,biden
JustCommonSens9,@JoeBiden @BarackObama Do you think riding President Obama's coattail is going to convince everyone YOU know what you're doing?,biden
K_Padge,@JoeBiden @BarackObama She’s so calm! I would lose my mind.,biden
Peaceon09879060,@JoeBiden @BarackObama We the people are in trouble. It is clear. Trump is losing control. He's rant tweeting. Lyin… https://t.co/ECw0MUfBGr,biden
KathyRadigan,@JoeBiden @BarackObama Yes God willing. And many thanks to Beth and all the amazing teachers out there.,biden
a29mom,@JoeBiden @BarackObama Hi pres. Obama glad to see you there. You saved me from losing my house Almost exactly 5 yrs… https://t.co/3nghPB6koN,biden
2nd_pro,"@JoeBiden @BarackObama Joe Biden, An old, rich, corrupt, perverted, white man with a history of documented racism,… https://t.co/9eOpwVdc4O",biden
SPARTANDRIFTER,@JoeBiden @BarackObama Don't ride on your wife's coattails.,biden
MelissaFrenchS1,"@JoeBiden @BarackObama This is great! Thank you for supporting us, as teachers, as well our kids.",biden
Nick67143459,@JoeBiden @BarackObama Your minions writing for you 😂😂😂😂,biden
ednazzaro,@JoeBiden @BarackObama It'll be nice to have a First Lady who's not a national embarrassment again.,biden
Jaln20142,@JoeBiden @BarackObama TEXAS REPRESENTATIVE ALMOST BOARDS (AIRFORCE 1) WITH PRESIDENT TRUMP/ (INFECTED &amp; CONTAGEOUS… https://t.co/d6gyTOzhc9,biden
ViewsReality,@JoeBiden @BarackObama News Flash Obama: Children are a priority but they're not spreading #ChinaVirus. These men a… https://t.co/aA7tgpE4vc,biden
mom_stifflers,@JoeBiden @BarackObama Get our kids back to school.  Time to break the corrupt teachers unions,biden
